Indikator,Ausprägung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
Arbeitslose,bis 24 Jahre,2016,17 Obergiesing - Fasangarten,"5,1",73.8,1440.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2016,18 Untergiesing - Harlaching,"4,4",58.3,1334.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"5,8",114,1965.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2016,20 Hadern,"6,9",72.8,1049,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2016,21 Pasing - Obermenzing,"6,7",108.5,1609.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2016,22 Aubing - Lochhausen - Langwied,"8,2",82.5,1010.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2016,23 Allach - Untermenzing,"7,9",48.8,614,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2016,24 Feldmoching - Hasenbergl,9,166.3,1850,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2016,25 Laim,"5,6",81.8,1450.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,Stadt München,"6,4",2501.8,39247,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,01 Altstadt - Lehel,"2,7",9.5,358.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,02 Ludwigsvorstadt - Isarvorstadt,"4,7",69.5,1469,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,03 Maxvorstadt,"4,2",48.5,1155.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,04 Schwabing - West,"4,2",57.3,1361,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,05 Au - Haidhausen,"4,8",64.5,1332.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,06 Sendling,"3,4",43,1277.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,07 Sendling - Westpark,5,87.3,1756.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,08 Schwanthalerhöhe,5,46.8,939,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,09 Neuhausen - Nymphenburg,"5,5",121.3,2193.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,10 Moosach,"8,3",145.5,1762,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,11 Milbertshofen - Am Hart,"6,6",176.5,2693.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,12 Schwabing - Freimann,"7,5",127.5,1702.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,13 Bogenhausen,"5,5",86.8,1577.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,14 Berg am Laim,"7,4",105.8,1419.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,15 Trudering - Riem,"7,4",111,1504.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,16 Ramersdorf - Perlach,"7,7",275.3,3556,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,17 Obergiesing - Fasangarten,"6,1",92.8,1516.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,18 Untergiesing - Harlaching,"5,1",70.8,1377,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"6,3",128.8,2045.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,20 Hadern,"7,3",83,1138.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,21 Pasing - Obermenzing,"6,5",110,1683.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,22 Aubing - Lochhausen - Langwied,"7,3",75.8,1032,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,23 Allach - Untermenzing,"7,6",52,680.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,24 Feldmoching - Hasenbergl,"9,1",172.8,1904.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2015,25 Laim,"6,5",95,1457.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,Stadt München,"6,8",2731.5,40383.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,01 Altstadt - Lehel,"3,2",12,374.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,02 Ludwigsvorstadt - Isarvorstadt,"4,6",68.8,1507,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,03 Maxvorstadt,"3,9",48,1215.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,04 Schwabing - West,4,57,1415.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,05 Au - Haidhausen,"4,2",59.5,1410,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,06 Sendling,"4,9",64.3,1322.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,07 Sendling - Westpark,"5,7",98,1704.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,08 Schwanthalerhöhe,"5,4",55,1016,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,09 Neuhausen - Nymphenburg,"6,2",142.5,2297.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,10 Moosach,"8,1",150.8,1865.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,11 Milbertshofen - Am Hart,"7,6",211.8,2801.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,12 Schwabing - Freimann,"8,1",134.8,1663.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,13 Bogenhausen,"5,6",89.5,1601.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,14 Berg am Laim,"8,2",118.8,1448,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,15 Trudering - Riem,"6,9",105.5,1528.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,16 Ramersdorf - Perlach,"8,6",323,3746.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,17 Obergiesing - Fasangarten,"6,7",105.8,1568.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,18 Untergiesing - Harlaching,"6,1",85.8,1405.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"5,7",118.5,2067,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,20 Hadern,"8,2",96.8,1186.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,21 Pasing - Obermenzing,"7,3",123.8,1685.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,22 Aubing - Lochhausen - Langwied,"7,8",84.5,1083.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,23 Allach - Untermenzing,"8,3",58.5,707.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,24 Feldmoching - Hasenbergl,"10,3",197.8,1929.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2014,25 Laim,"6,4",97.3,1511,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,Stadt München,"6,8",2674.7,39098,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,01 Altstadt - Lehel,"2,8",10,353.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,02 Ludwigsvorstadt - Isarvorstadt,"4,3",61.7,1430,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,03 Maxvorstadt,"3,2",36,1124,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,04 Schwabing - West,"3,9",51,1321.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,05 Au - Haidhausen,"4,7",64,1359,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,06 Sendling,"4,8",60,1259.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,07 Sendling - Westpark,"7,9",126.3,1605,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,08 Schwanthalerhöhe,"4,8",51.7,1074.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,09 Neuhausen - Nymphenburg,"6,5",144,2212,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,10 Moosach,"7,4",133.7,1818,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,11 Milbertshofen - Am Hart,"6,8",186.3,2722.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,12 Schwabing - Freimann,"7,5",118.3,1583.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,13 Bogenhausen,"4,5",68.3,1503,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,14 Berg am Laim,8,116.3,1449.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,15 Trudering - Riem,8,118.3,1477.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,16 Ramersdorf - Perlach,"8,8",323.7,3691.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,17 Obergiesing - Fasangarten,"7,6",118.3,1553.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,18 Untergiesing - Harlaching,"7,2",98,1363.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"6,1",125.7,2054.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,20 Hadern,"8,3",101.3,1224.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,21 Pasing - Obermenzing,"7,4",115.3,1563,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,22 Aubing - Lochhausen - Langwied,"7,7",80.7,1052.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,23 Allach - Untermenzing,"7,2",44.3,619,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,24 Feldmoching - Hasenbergl,"10,6",197.7,1863.7,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2013,25 Laim,"6,5",99.3,1517,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,Stadt München,"6,8",2485.5,36671.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,01 Altstadt - Lehel,"4,4",13.3,304.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,02 Ludwigsvorstadt - Isarvorstadt,"4,7",58.8,1258.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,03 Maxvorstadt,"3,7",38.8,1048.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,04 Schwabing - West,"4,8",56.8,1184.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,05 Au - Haidhausen,"4,8",60.3,1251.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,06 Sendling,"6,3",78.8,1258.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,07 Sendling - Westpark,7,110.5,1582,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,08 Schwanthalerhöhe,"5,5",54.5,994.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,09 Neuhausen - Nymphenburg,"6,1",121,1974,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,10 Moosach,"6,7",109,1621.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,11 Milbertshofen - Am Hart,"7,2",192.5,2666.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,12 Schwabing - Freimann,"6,9",95.3,1373.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,13 Bogenhausen,"4,7",69.8,1472,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,14 Berg am Laim,"9,3",129,1384.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,15 Trudering - Riem,"7,8",113.3,1460.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,16 Ramersdorf - Perlach,8,285.5,3562.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,17 Obergiesing - Fasangarten,"7,2",112.3,1563.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,18 Untergiesing - Harlaching,"5,8",77.5,1339.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"6,4",120,1864,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,20 Hadern,"7,2",84.3,1174.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,21 Pasing - Obermenzing,"6,9",99.5,1434.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,22 Aubing - Lochhausen - Langwied,"7,8",72.5,935.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,23 Allach - Untermenzing,"7,3",42.3,576,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,24 Feldmoching - Hasenbergl,"10,6",182.5,1724.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2012,25 Laim,"6,6",94.5,1423.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,Stadt München,"6,6",2444,37243,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,01 Altstadt - Lehel,"4,9",16,329.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,02 Ludwigsvorstadt - Isarvorstadt,"4,5",58,1292.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,03 Maxvorstadt,"3,7",40,1084.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,04 Schwabing - West,"4,8",57.8,1211.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,05 Au - Haidhausen,"4,8",61.3,1286.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,06 Sendling,"4,9",62.3,1258.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,07 Sendling - Westpark,"4,9",82.5,1669,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,08 Schwanthalerhöhe,"4,5",44.5,992.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,09 Neuhausen - Nymphenburg,"5,3",103,1944.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,10 Moosach,"5,5",89.5,1633.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,11 Milbertshofen - Am Hart,8,218.3,2719.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,12 Schwabing - Freimann,"6,6",89.8,1353.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,13 Bogenhausen,"5,5",84.5,1539,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,14 Berg am Laim,"10,5",129,1229.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,15 Trudering - Riem,"6,9",93.5,1350,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,16 Ramersdorf - Perlach,"6,8",247,3639.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,17 Obergiesing - Fasangarten,"6,5",99.8,1546.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,18 Untergiesing - Harlaching,7,89.5,1279.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"6,7",134.3,1991.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,20 Hadern,"7,9",90.8,1142.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,21 Pasing - Obermenzing,"7,1",103.3,1463,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,22 Aubing - Lochhausen - Langwied,"8,2",79,962,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,23 Allach - Untermenzing,"7,4",43.3,584,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,24 Feldmoching - Hasenbergl,"11,5",204.5,1775.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2011,25 Laim,6,88.8,1488,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,Stadt München,7,2840,40734.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,01 Altstadt - Lehel,"3,2",11.5,365,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,02 Ludwigsvorstadt - Isarvorstadt,"5,4",79,1464,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,03 Maxvorstadt,"4,3",51.5,1203.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,04 Schwabing - West,"5,4",74,1364.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,05 Au - Haidhausen,5,71.3,1425.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,06 Sendling,6,81.8,1351.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,07 Sendling - Westpark,"5,3",97.3,1821.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,08 Schwanthalerhöhe,"5,1",58.5,1157,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,09 Neuhausen - Nymphenburg,"5,7",122.8,2149.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,10 Moosach,"6,8",117,1708.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,11 Milbertshofen - Am Hart,"8,5",246,2889.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,12 Schwabing - Freimann,"8,2",120,1470,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,13 Bogenhausen,"5,9",96.5,1622,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,14 Berg am Laim,"9,8",130.3,1330.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,15 Trudering - Riem,"8,2",113.3,1378.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,16 Ramersdorf - Perlach,7,282.3,4045,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,17 Obergiesing - Fasangarten,"7,7",125.8,1636,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,18 Untergiesing - Harlaching,"6,9",102.8,1484.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"7,4",158,2143,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,20 Hadern,8,104,1299.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,21 Pasing - Obermenzing,"6,7",103.8,1559,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,22 Aubing - Lochhausen - Langwied,"9,5",101.8,1069.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,23 Allach - Untermenzing,"7,8",52.5,674.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,24 Feldmoching - Hasenbergl,"9,9",183.5,1858.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2010,25 Laim,"5,5",84,1540.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,Stadt München,8,3460,43506.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,01 Altstadt - Lehel,"4,3",17,395.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,02 Ludwigsvorstadt - Isarvorstadt,"5,7",87.8,1531.3,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,03 Maxvorstadt,"4,9",63,1292,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,04 Schwabing - West,"6,4",100.8,1580.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,05 Au - Haidhausen,"5,7",86.8,1519.8,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,06 Sendling,"7,2",101,1406,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,07 Sendling - Westpark,"8,4",166,1972.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
Arbeitslose,bis 24 Jahre,2009,08 Schwanthalerhöhe,"6,3",81,1287.5,Arbeitslose (bis 24 Jahre),Arbeitslose (insgesamt)
